Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
La Diabla,La Diabla - Single,Xavi,2023-12-02,USA2P2357356,95,155.9,649404552.0,"27,544","47,789,063",83.0,433839212.0,"2,750,086",,414833.0,"10,603,563","1,795,939,912",29.0,"16,287",462,34.0,"16,509,806",26.0,"22,603,598","29,401",,"1,380,069",,0
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2023-02-03,GBAYE2300015,96,153.6,851085705.0,"129,047","50,996,176",70.0,211810152.0,"2,461,166","3,502,547",955272568.0,"8,781,020,473","806,434,641",162.0,"223,173","6,243",65.0,"8,655,684",130.0,"10,207,007","36,847","13,896,129","2,580,691",,0
Snooze,SOS,SZA,2022-12-09,USRC12204591,97,153.3,1013350808.0,"108,036","86,470,319",84.0,390677417.0,"2,521,214","402,338",97819766.0,"887,803,828","560,893,301",154.0,"559,589",513,60.0,"2,707,900",61.0,"74,611,167","85,113","17,702,595","3,129,609",,0
BELLAKEO,BELLAKEO,Peso Pluma,2023-12-07,QMFMF2388143,98,153.1,359803580.0,"26,065","79,152,427",86.0,369321334.0,"1,839,225","720,800",74164945.0,"874,056,250","4,123,457,278",40.0,"16,952",69,63.0,"18,139,662",51.0,"20,058,510","7,289",,"1,002,835",,0
Agora Hills,Scarlet,Doja Cat,2023-09-22,USRC12301954,99,152.8,509653100.0,"66,219","67,521,533",,48045203.0,"986,278","328,562",88846508.0,"544,437,406","1,561,456,615",80.0,"400,206",14,78.0,"9,341,155",39.0,"23,110,274","19,559",,"4,295,361",,0
Prada,Prada,cassï¿,2023-08-11,GBCEN2300147,100,152.5,609699748.0,"128,498","160,755,092",83.0,47611547.0,"418,343","283,600",96934486.0,"1,090,501,901","113,545,664",129.0,"123,242","1,570",167.0,"15,480,679",100.0,"1,210,830","1,073","25,956,265",,,0
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,2024-05-02,GXD7G2413058,101,152.3,5157486.0,470,"2,924,720",,1278618.0,"27,849","1,100,000",261000.0,"3,900,000",,3.0,,,2.0,"39,366",,,,,"47,658",,0
Lil Boo Thang,Lil Boo Thang,Paul Russell,2023-08-18,USAR12300323,102,152.1,242070373.0,"37,170","74,130,983",76.0,22907992.0,"261,664","2,553,106",312997953.0,"3,832,221,658","15,593,731",106.0,"370,635","5,999",69.0,"1,792,014",79.0,"84,425,715","30,713","670,026","2,219,984",,0
MONACO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364182,103,150.7,478150858.0,"73,306","51,842,133",78.0,113379734.0,"1,312,763","1,700,998",182319546.0,"2,111,289,492","90,954,700",78.0,"35,330",39,56.0,"15,784,760",53.0,"17,823,388","12,664","4,374,049","2,255,465",,0
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,2020-04-24,USSM12002399,104,150.5,61382407.0,"7,240","1,708,319",43.0,9977490.0,"201,210","37,726,462",9239474.0,"147,837,262",,15.0,"10,152",,5.0,"59,317",1.0,,,,"3,819,161",,0
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,2023-06-15,GBBKS2300080,105,150.4,460156070.0,"163,449","127,827,271",77.0,8183226.0,"98,257","530,103",65920648.0,"1,032,799,567","56,004,473",,"195,140",,102.0,"3,034,022",111.0,"1,132,923","1,312","9,451,176","9,279,625",,0
Training Season,Training Season,Dua Lipa,2024-02-15,GBAHT2301078,106,148.9,251153869.0,"16,811","92,985,554",76.0,66691067.0,"961,957","102,884",34572688.0,"431,390,500","2,120,552,147",162.0,"180,711",57,127.0,"33,540,073",116.0,"10,305,245","3,796","776,717","2,047,771",,0
Type Shit,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402033,107,148.1,205206688.0,"28,064","84,737,651",84.0,39453253.0,"672,789",,,,"232,440,923",99.0,"3,432",45,41.0,"2,943,724",47.0,"5,897,303","4,527","7,571,301","900,933",,0
Armageddon,Armageddon - The 1st Album,aespa,2024-05-27,KRA302400093,108,147.4,32942304.0,"1,262","26,204,483",74.0,57861795.0,"1,257,935",,,,"29,510,774",37.0,290,6,5.0,"530,831",33.0,"21,869",48,"139,164","29,736",,0
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,2019-12-06,USAT21906978,109,146.6,1911559785.0,"317,345","87,765,033",78.0,441257231.0,"4,829,633","4,930,490",561201008.0,"4,574,447,121","2,077,511",255.0,"296,948",181,138.0,"555,650",28.0,"295,741,432","633,414","168,458,097","11,988,760",,0
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,USSM12104539,110,145.3,2014959725.0,"354,831","87,942,438",70.0,1003346208.0,"16,856,186","1,750,366",915814897.0,"9,558,947,943","3,191,316,960",360.0,"245,228",925,109.0,"3,242,122",74.0,"75,167,268","96,430",,"12,693,846",,0
Pedro,Pedro - Single,Jaxomy,2024-03-29,DEE862400427,111,144.6,168145583.0,"27,654","159,737,263",85.0,35008949.0,"717,214",,,,"39,149,568",107.0,"4,448",,158.0,"16,345,999",54.0,"39,577",482,"3,634,381","2,408,838",,0
Fast Car,Gettin' Old,Luke Combs,2023-03-24,US6XF2200436,112,144.5,518988585.0,"73,116","58,391,498",80.0,107703759.0,"768,813","354,036",74258021.0,"924,204,888","103,658,014",117.0,"673,629",59,67.0,"8,306,302",104.0,"184,924,061","88,890","728,039","3,108,167",,0
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,2024-01-07,JPU902305042,113,144.0,247399972.0,"22,222","13,870,528",80.0,389540239.0,"4,392,933",,22950364.0,"296,522,040","1,041,035,733",53.0,807,,18.0,"357,941",17.0,"537,267","1,928",,"1,069,500",,0
Aesthetic,Aesthetic,Tollan Kim,2022-03-04,SGB502208576,114,144.0,5712985.0,"2,311","535,908",44.0,3120073.0,"56,276","20,114,495",2452502310.0,"33,870,791,454",,4.0,22,,4.0,"1,397",1.0,"21,564",81,,"249,823",,0
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,2018-10-18,USUM71814888,116,143.9,3358704125.0,"392,082","123,917,182",79.0,2763188773.0,"19,410,390","2,714,134",178829434.0,"1,597,453,878","484,189,798",351.0,"273,683",,86.0,"809,352",99.0,"546,367,356","906,813",,"1,569,935",,0
Hands,Hands,Dianï¿½,2022-08-01,GBKPL2205333,115,143.9,126914.0,8,212,1.0,2435813922.0,"7,208,467",33,188.0,"6,415","26,630,093",,658,,,,,,,,295,,0
Saturn,Saturn - Single,SZA,2024-02-24,USRC12400216,117,142.8,343090427.0,"21,104","154,253,718",87.0,38173339.0,"349,660",,,,"196,380,893",120.0,"158,378",360,103.0,"10,995,523",87.0,"11,441,987","7,496","166,254","745,798",,0
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,2024-06-04,BXT622400190,118,142.4,,,,,39323383.0,"44,223",,,,,,,,,,,,,,,,0
Believer,Believer,Imagine Dragons,2017-01-31,USUM71700626,119,142.2,3006226762.0,"335,880","89,243,475",81.0,4495059988.0,"42,240,881","5,745,117",453132709.0,"5,876,458,723","276,194,776",226.0,"253,782",388,118.0,"1,138,425",71.0,"614,578,695","844,301","2,943,611","21,306,706",,0
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,USSM12203789,120,141.0,787155930.0,"183,850","58,397,185",77.0,357772653.0,"2,590,835","931,660",95662104.0,"836,550,889","3,934,416,606",150.0,"463,665","1,308",32.0,"399,388",69.0,"182,315,884","53,326","48,937,045","3,534,164",,0
I KNOW ?,UTOPIA,Travis Scott,2023-07-28,USSM12305012,121,139.5,532605345.0,"128,534","31,725,858",81.0,97958347.0,"1,237,197","322,900",108595670.0,"947,194,801","259,363,238",46.0,"107,637",57,33.0,"1,423,258",40.0,"6,334,599","8,712","12,785,993","1,861,958",,0
ANDO,ANDO,Jere Klein,2023-09-27,QMDA72363047,122,139.0,292789738.0,"28,591","30,905,957",72.0,406307035.0,"809,942","1,900,606",68341852.0,"872,862,858","1,969,191,415",11.0,"1,754",,15.0,"8,391,160",1.0,"764,473","5,168",,"1,195,337",,0
First Class,First Class,Jack Harlow,2022-04-08,USAT22203024,123,138.6,818858244.0,"223,609","49,586,777",71.0,231229581.0,"2,756,840","1,610,614",624748318.0,"6,890,780,336","3,849,170,813",148.0,"666,615","4,406",37.0,"759,989",77.0,"117,451,442","40,907","24,111,168","4,244,972",,0
FE!N,UTOPIA,Travis Scott,2023-07-28,USSM12305010,124,137.8,659010786.0,"129,923","93,969,186",86.0,125203447.0,"1,990,342","22,100",13787343.0,"107,398,826","244,390,161",87.0,"37,314",361,46.0,"2,137,898",38.0,"3,029,375","6,510","14,942,955","1,839,283",,0
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301493,125,137.7,3913988.0,545,"1,054,122",40.0,1577017938.0,"9,304,666",,,,"2,651,764,724",,25,,,,,"5,260",,,,,0
Losing Interest - Original Mix,Losing Interest (Original),Goovex,2024-06-10,CA5KR2465999,126,136.4,126247886.0,5,"5,973",1.0,,,,,,,,,,,,,,,,,,0
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,2022-05-13,USUM72206227,127,136.2,1607421145.0,"212,406","160,444,270",83.0,409785349.0,"3,326,477","247,865",155593087.0,"1,825,552,705","2,563,240,162",267.0,"523,907","3,418",111.0,"4,754,372",75.0,"152,770,142","49,622",,"9,091,826",,0
MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305253,128,136.2,438796949.0,"23,959","34,805,394",78.0,509727241.0,"2,202,866","1,223,804",46080266.0,"782,582,119","1,337,889,706",56.0,"60,758",959,29.0,"3,457,921",38.0,"38,214,505","9,932","62,622","865,444",,0
Drained of Color,Drained of Color,Exhumed,2022-08-30,US2642250302,129,134.0,158627.0,635,"18,765",16.0,2156140830.0,,9,422.0,"4,484","1,318,392",,29,,,,,"1,132",,,208,,0
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,2020-07-24,USQX92003025,130,133.0,1867736006.0,"302,486","82,611,625",76.0,747126783.0,"10,795,292","2,467,227",160756733.0,"1,768,836,179","2,069,527,154",329.0,"931,316","1,897",273.0,"3,821,598",85.0,"240,562,062","131,540","40,756,476","10,228,436",,0
Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131,132.3,1872577908.0,"144,619","51,186,002",74.0,2638957320.0,"62,311,179","3,098,499",662794945.0,"5,063,720,138","2,199,001,119",323.0,"351,169",198,355.0,"1,888,088",98.0,,,,"7,896,781",,0
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,2023-12-10,GXBAV2381801,132,130.7,8327.0,3,8,,,,"4,200,000",3646489.0,"73,318,253",,,,,,,,,,,522,,0
Someone You Loved,Breach,Lewis Capaldi,2018-11-08,DEUM71807062,133,129.7,3427498835.0,"338,763","160,553,919",82.0,2153701892.0,"20,891,433","1,940,473",212007614.0,"2,161,032,034","2,333,853,734",408.0,"600,211",381,502.0,"4,834,088",110.0,"427,212,257","357,540",,"29,266,297",,0
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,2023-05-11,USQX92302824,134,129.6,230849195.0,"23,091","12,233,221",64.0,363082908.0,"5,135,848","4,897,595",104580759.0,"1,551,501,289","150,614,267",49.0,"24,103",214,25.0,"319,914",33.0,"23,525,446","4,705",,"623,446",,0
Made You Look,Takin' It Back,Meghan Trainor,2022-10-21,USSM12204574,135,129.5,720720922.0,"74,295","89,509,926",77.0,221078988.0,"2,557,839","4,687,520",1252326407.0,"15,247,253,457","718,932,832",108.0,"412,680","5,869",43.0,"1,491,347",59.0,"81,828,913","36,462",,"3,086,624",,0
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,2023-06-22,QZMEQ2306756,136,129.4,1378494.0,351,"43,395",34.0,1022331.0,"22,739","7,702,832",90289248.0,"1,272,592,848",,,,,,,,,,,"50,550",,0
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2024-05-29,INS182401602,137,129.1,2827545.0,62,"1,433,870",,54330074.0,"801,621",,,,,,,,,,10.0,,,,"5,620",,0
vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12304091,138,128.9,998964097.0,"90,793","87,801,398",18.0,113450524.0,"2,108,657","394,640",152624014.0,"1,448,207,880","1,111,017,294",173.0,"161,513",93,61.0,"5,239,925",128.0,"28,318,435","67,590","4,296,515","4,872,257",,0
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,2024-03-01,BCAEW2400001,139,128.5,37157630.0,"2,052","30,387,641",74.0,63418833.0,"427,441","1,600,000",853176.0,"8,850,449","149,589,609",11.0,190,,32.0,"8,460,458",11.0,,,,"42,895",,0
Back,Back,LOLA,2022-08-03,UKQNV2100272,140,128.0,48428.0,92,"15,747",3.0,2123978358.0,"5,670,850",111,102828.0,"735,317",,,46,,,,,,,,,,0
People,People - Single,Libianca,2022-12-05,QZTB52268087,141,127.8,631955547.0,"121,823","45,030,006",74.0,305998382.0,"2,647,341","3,168,854",243797561.0,"3,233,505,931","704,906,130",145.0,"122,781",202,74.0,"1,217,657",54.0,"9,017,480","11,289","8,026,553","6,121,126",,0
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,2024-01-05,ATR981312465,142,127.4,,1,47,,,,"3,528,100",37591836.0,"688,302,023",,,,,,,,,,,,,0
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-03-17,TCAIA2495220,143,127.3,94635338.0,"10,537","11,716,074",,944314.0,"17,943","1,300,000",182937084.0,"1,542,242,100",,13.0,,2,,,8.0,"684,557","1,079",,"1,597,467",,0
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,2024-04-05,UKWLG2400013,144,126.9,114574238.0,"10,564","180,987,712",84.0,9134225.0,"124,326","299,000",4419373.0,"79,796,400","3,117,914",87.0,"86,814",159,128.0,"35,099,280",133.0,"4,503,872",442,"422,718",,,0
Abc,Abc,J Ross,2023-02-14,CLLU22300585,145,126.6,31867.0,5,"5,100",1.0,1538564650.0,"2,066,653",,,,,,174,,,,,,,,"1,178",,0
La Bachata,La Bachata,Manuel Turizo,2022-05-26,QZDYA1800087,146,126.2,1721045197.0,"156,941","97,122,096",81.0,798827877.0,"3,379,928","1,614,275",209367923.0,"2,596,777,974","420,585,933",142.0,"152,522","1,161",97.0,"8,709,032",133.0,"47,203,290","19,769",,"4,817,885",,0
ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,2023-04-07,FRX282306294,147,125.4,8028757.0,"1,972","488,653",44.0,48533758.0,"399,664","8,800,000",256186613.0,"3,985,974,550","6,879,573",1.0,373,,,,,,,,"220,198",,0
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,USUM72102636,148,125.2,1612286123.0,"282,719","97,390,961",74.0,1019256266.0,"10,280,320","1,404,274",502778982.0,"4,702,037,810","2,889,452,237",348.0,"569,287",789,342.0,"2,587,713",90.0,"92,111,798","90,598",,"7,848,760",,0
Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,GBAHT1901121,149,124.6,2607121959.0,"270,230","143,953,432",78.0,1201600884.0,"10,239,198","4,725,570",414013363.0,"3,535,661,993","2,374,637,534",581.0,"999,941",954,632.0,"4,254,903",118.0,"313,923,242","99,949",,"13,421,701",,0
Lucid Dreams,Lucid Dreams,Juice WRLD,2018-05-04,USUG11800685,150,123.9,2548389305.0,"339,306","75,858,140",78.0,987143411.0,"9,384,427","1,900,813",44442433.0,"338,071,383","274,498,079",153.0,"69,562",132,54.0,"442,640",36.0,"259,400,789","552,552","257,459,352","9,308,937",,0
PROVENZA,PROVENZA,KAROL G,2022-04-22,USUM72205906,151,123.8,1185929926.0,"103,026","64,847,502",76.0,1229843060.0,"5,870,729","1,300,337",251445963.0,"2,829,294,043","763,687,717",115.0,"130,158",688,75.0,"7,349,218",90.0,"92,136,339","29,371",,"3,397,861",,0
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,USAT22005111,152,123.4,1325725696.0,"171,255","53,040,559",72.0,1329826741.0,"15,965,491","8,470,921",1183499351.0,"9,539,547,626","181,452,145",222.0,"91,249",306,94.0,"249,116",50.0,"184,950,173","397,731",,"4,618,794",,0
SPOT!,SPOT!,ZICO,2024-04-26,USA2P2421932,153,122.8,77757035.0,"3,407","35,428,519",81.0,100148771.0,"2,531,168","99,900",46645177.0,"366,905,484","24,981,456",27.0,"1,861",51,2.0,"151,901",20.0,"63,300",98,,"173,263",,0
Family Matters,Family Matters,Drake,2024-05-03,USUG12402984,154,122.7,72335127.0,"8,696","36,774,031",86.0,41492122.0,"1,034,563",,,,"166,330,702",38.0,"1,488",,16.0,"1,504,365",60.0,"3,065,493","2,302","2,401,049","283,217",,0
Again,Missing,Kurochuu,2024-06-09,CA5KR2466577,155,122.5,136237285.0,2,"2,190",2.0,,,,,,,,,,,,,,,,,,0
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,2023-07-14,USA2P2330093,156,122.4,1673557134.0,"54,950","91,343,768",80.0,397523735.0,"10,125,293","341,522",114990786.0,"761,760,624","1,800,517,153",86.0,"23,714",861,54.0,"5,286,388",56.0,"6,442,882","4,352",,"2,310,409",,0
Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300802,157,121.9,922010059.0,"107,189","61,174,155",79.0,141852059.0,"567,295","285,414",61112010.0,"811,685,466","182,412,108",106.0,"18,364","1,846",7.0,"33,712",38.0,"307,115,852","200,650","13,022,144","2,665,347",,0
Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,IEACJ2300335,158,121.2,532012790.0,"22,396","130,752,527",85.0,13119247.0,"218,957",,,,,235.0,"6,952",,85.0,"25,307,005",108.0,,,"119,813","2,580,089",,0
Bad Habits,#NAME?,Ed Sheeran,2020-01-01,GBAHS2100318,159,120.8,1754311538.0,"271,758","62,218,811",74.0,958790883.0,"7,686,994","1,036,355",225139300.0,"2,658,904,267","3,526,952,174",454.0,"1,347,725","1,035",352.0,"7,318,680",136.0,"269,834,154","88,143","17,144,484","15,886,717",,0
QLONA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,2023-08-10,USUG12305257,160,120.7,850810162.0,"56,104","79,334,561",82.0,258553384.0,"1,174,349","1,167,300",58820722.0,"717,259,721","590,681,204",72.0,"39,951",4,57.0,"7,146,260",83.0,"32,210,732","12,492",,"1,537,093",,0
Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,USAT22100906,161,120.1,1312168384.0,"248,793","50,068,571",75.0,993324548.0,"9,537,455","1,503,567",369280607.0,"3,350,704,343","2,421,128,623",308.0,"557,867",309,120.0,"1,553,392",103.0,"149,304,590","91,366",,"10,288,388",,0
ýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý 3ýýýýýý ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý),2022-01-05,JPKI02118106,162,119.5,548408.0,130,"20,518",24.0,1356336.0,"17,701","18,000,000",334009036.0,"7,041,708,832",,1.0,,,,,,,,,"69,763",,0
good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,USUG12101245,163,117.8,2167768056.0,"309,421","72,787,213",79.0,773591065.0,"11,098,007","1,893,481",1080682523.0,"8,186,754,429","2,285,796,743",355.0,"4,835","1,283",98.0,"1,610,293",102.0,"119,030,447","170,032","19,263,268",,,0
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,USUM71900764,164,117.7,2516804300.0,"296,739","113,315,017",76.0,1779243626.0,"26,239,833","3,774,645",177247662.0,"1,409,756,969","2,066,888,119",432.0,"353,076","1,024",258.0,"3,123,258",174.0,"229,833,113","534,958",,"18,994,040",,0
Seï¿½ï¿½o,Shawn Mendes (Deluxe),Shawn Mendes,2018-05-25,USUM71911283,165,117.6,2738293818.0,"251,033","108,433,327",74.0,2372399124.0,"26,919,886","5,815,851",140938643.0,"1,859,977,153","2,305,437,038",380.0,"531,893",378,570.0,"2,693,006",89.0,"337,815,285","426,555",,"15,254,141",,0
DESPECHï¿,DESPECHï¿,ROSALï¿½,2022-07-28,USSM12207207,166,116.9,1003487432.0,"126,402","88,024,543",73.0,621874255.0,"2,859,234","2,409,247",476447290.0,"6,208,638,113","672,233,681",152.0,"175,614","1,077",105.0,"6,388,819",97.0,"40,988,020","6,129",,"3,205,234",,0
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,2020-04-17,USUM72007941,167,116.7,1638836101.0,"272,933","50,425,049",70.0,1170441361.0,"13,667,470","5,241,838",364560431.0,"3,869,815,694","201,859,518",216.0,"298,661",62,98.0,"1,699,879",47.0,"245,618,280","272,002",,"7,646,337",,0
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,2023-03-23,GBAHS2201304,168,116.6,372423476.0,"44,730","21,933,393",71.0,131308671.0,"1,074,684","1,102,985",38959591.0,"830,123,390","961,201,576",132.0,"644,972",287,32.0,"1,018,314",68.0,"40,613,139","6,969",,"2,886,987",,0
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2023-08-24,USWB12304903,169,116.5,630373315.0,"70,400","105,320,547",84.0,50938569.0,"246,731","215,433",70110809.0,"586,454,750","207,483,261",95.0,"83,414",35,47.0,"9,094,602",112.0,"147,144,967","33,058","5,597,165","1,673,932",,0
Circles,Circles,Post Malone,2019-08-30,USUM71915699,170,116.0,2481391466.0,"332,437","124,491,320",80.0,1116323669.0,"8,490,012","83,111",26892604.0,"273,522,601","841,624,305",355.0,"1,015,731",413,311.0,"1,603,280",69.0,"448,494,186","212,174",,"13,634,519",,0
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,2023-08-03,DGA062382895,171,115.9,474590289.0,"24,891","25,915,889",78.0,577930708.0,"1,569,516","136,500",32754141.0,"509,287,649","1,484,713,132",27.0,"15,783",215,22.0,"2,762,020",27.0,"44,676,754","9,094","774,895","1,173,817",,0
About Damn Time,About Damn Time,Lizzo,2022-04-14,USAT22202139,172,115.6,847025688.0,"104,052","47,808,065",66.0,106024874.0,"1,080,393","3,030,761",1522267606.0,"15,665,483,220","22,274,346",215.0,"1,024,138","2,826",143.0,"1,456,203",4.0,,,,"5,445,721",,0
Closer,Closer,The Chainsmokers,2016-07-29,USQX91601347,173,114.6,2880536961.0,"285,381","129,399,627",80.0,4086121880.0,"22,091,228","1,103,074",100536756.0,"514,053,404","467,800,052",385.0,"316,965",467,284.0,"838,570",78.0,"819,509,308","739,296",,"16,185,008",,0
FLOWER,ME,JISOO,2023-03-31,KRA402300002,174,114.3,440364356.0,"26,107","15,314,737",70.0,525156884.0,"10,820,829","3,411,209",550993898.0,"6,724,997,940","68,869,541",33.0,"11,830",92,6.0,"26,844",35.0,"1,335,366","3,263",,"1,058,579",,0
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364199,175,114.2,689181455.0,"61,138","90,492,257",83.0,183381482.0,"738,123","213,300",49332435.0,"487,440,417","546,833,520",67.0,"32,507",175,51.0,"13,729,294",44.0,"14,039,085","3,684","2,473,108","930,098",,0
